A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_19,A5_20,A5_21,D_TRA1_1_SPOT
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,강원도 속초시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 포항시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,경상남도 남해군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,경상남도 남해군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 영덕군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,대구광역시 수성구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경상북도 고령군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,드라마 촬영지 방문,,,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,전라남도 여수시
,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,대구광역시 달서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,서울특별시 노원구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,쇼핑,,,,,,,,,,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,경상남도 통영시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경상남도 산청군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,지역 축제/이벤트 참가,,,,,,,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,울산광역시 중구
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,대구광역시 중구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대전광역시 유성구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,"카지노, 경마, 경륜 등",,,,,,,,강원도 정선군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경상남도 남해군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 문경시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,충청남도 공주시
자연 및 풍경감상,,,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 청송군
자연 및 풍경감상,,,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경상북도 경주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경상남도 거제시
,,,,,,,,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,경상북도 영천시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 경주시
자연 및 풍경감상,,,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 상주시
,,,,,,,,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,경상북도 예천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",,,쇼핑,,,,,,,시티투어,드라마 촬영지 방문,,,,,,서울특별시 송파구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상남도 진주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,전라북도 무주군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,경상북도 문경시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,전라남도 장성군
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경상남도 창원시
,,,,,,,,,,,,,,,,,,,,,경상북도 포항시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경상북도 군위군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대구광역시 서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,부산광역시 부산진구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,전라북도 부안군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상남도 거제시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 영동군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대구광역시 동구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상남도 거제시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,울산광역시 남구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 포항시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 포항시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 포항시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,대구광역시 달서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,유흥/오락,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 광주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,부산광역시 중구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경상남도 거제시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,쇼핑,,,,,,,,,,,,,,전라북도 무주군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,쇼핑,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 문경시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 안동시
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,대구광역시 중구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 영덕군
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 문경시
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,대구광역시 동구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 청송군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 상주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,유흥/오락,,,,,전라남도 여수시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 안동시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,시티투어,,,,,,,경상북도 경주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 영덕군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 포항시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,경상북도 안동시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 울진군
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,강원도 정선군
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,대구광역시 달성군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경상북도 구미시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 속초시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 삼척시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경상북도 김천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 안동시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경상북도 예천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청북도 단양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 영덕군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 울진군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 울진군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 영덕군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경상북도 봉화군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,서울특별시 강남구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 홍천군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 양양군
자연 및 풍경감상,,,,,,온천/스파,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 용인시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 화성시
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,대구광역시 중구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,서울특별시 강동구
,,,,,,,,,,,,,,,,,,,,,
,,"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,전라북도 진안군
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 영월군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 포항시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,,,,,,,,강원도 홍천군
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,충청북도 보은군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,드라마 촬영지 방문,,,,,,울산광역시 울주군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 영덕군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,교육/훈련/연수,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 울진군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경상북도 안동시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,기타,대전광역시 유성구
,,,,,,,,지역 문화예술/공연/전시시설 관람,,,교육/체험 프로그램 참가,,,,,,,,,,서울특별시 송파구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상북도 경주시
,음식관광(지역 맛집 등),,,,,,쇼핑,지역 문화예술/공연/전시시설 관람,,,,,,,,,,,,,대구광역시 북구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경상북도 봉화군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,울산광역시 동구
자연 및 풍경감상,,,,,,온천/스파,,,,,,,,,,,,,,,대전광역시 유성구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 울진군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,부산광역시 해운대구
,,"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,가족/친지/친구 방문,,,,세종특별자치시 세종시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,경상북도 문경시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 울진군
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,기타,경상북도 봉화군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,회의참가/시찰,,,대구광역시 북구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 동해시
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,대구광역시 중구
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,경상북도 청송군
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,대구광역시 수성구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청남도 아산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,서울특별시 종로구
